clim,region_gea,year,value
Zone_5A Cool Humid,MEA,2065,3.352941176
Zone_5A Cool Humid,MEA,2070,3.388235294
Zone_5A Cool Humid,MEA,2075,3.423529412
Zone_5A Cool Humid,MEA,2080,3.458823529
Zone_5A Cool Humid,MEA,2085,3.494117647
Zone_5A Cool Humid,MEA,2090,3.529411765
Zone_5A Cool Humid,MEA,2095,3.564705882
Zone_5A Cool Humid,MEA,2100,3.6
Zone_5B Cool Dry,MEA,2015,3
Zone_5B Cool Dry,MEA,2020,3.035294118
Zone_5B Cool Dry,MEA,2025,3.070588235
Zone_5B Cool Dry,MEA,2030,3.105882353
Zone_5B Cool Dry,MEA,2035,3.141176471
Zone_5B Cool Dry,MEA,2040,3.176470588
Zone_5B Cool Dry,MEA,2045,3.211764706
Zone_5B Cool Dry,MEA,2050,3.247058824
Zone_5B Cool Dry,MEA,2055,3.282352941
Zone_5B Cool Dry,MEA,2060,3.317647059
Zone_5B Cool Dry,MEA,2065,3.352941176
Zone_5B Cool Dry,MEA,2070,3.388235294
Zone_5B Cool Dry,MEA,2075,3.423529412
Zone_5B Cool Dry,MEA,2080,3.458823529
Zone_5B Cool Dry,MEA,2085,3.494117647
Zone_5B Cool Dry,MEA,2090,3.529411765
Zone_5B Cool Dry,MEA,2095,3.564705882
Zone_5B Cool Dry,MEA,2100,3.6
Zone_5C Cool Marine,MEA,2015,3
Zone_5C Cool Marine,MEA,2020,3.035294118
Zone_5C Cool Marine,MEA,2025,3.070588235
Zone_5C Cool Marine,MEA,2030,3.105882353
Zone_5C Cool Marine,MEA,2035,3.141176471
Zone_5C Cool Marine,MEA,2040,3.176470588
Zone_5C Cool Marine,MEA,2045,3.211764706
Zone_5C Cool Marine,MEA,2050,3.247058824
Zone_5C Cool Marine,MEA,2055,3.282352941
Zone_5C Cool Marine,MEA,2060,3.317647059
Zone_5C Cool Marine,MEA,2065,3.352941176
Zone_5C Cool Marine,MEA,2070,3.388235294
Zone_5C Cool Marine,MEA,2075,3.423529412
Zone_5C Cool Marine,MEA,2080,3.458823529
Zone_5C Cool Marine,MEA,2085,3.494117647
Zone_5C Cool Marine,MEA,2090,3.529411765
Zone_5C Cool Marine,MEA,2095,3.564705882
Zone_5C Cool Marine,MEA,2100,3.6
Zone_6A Cold Humid,MEA,2015,3
Zone_6A Cold Humid,MEA,2020,3.035294118
Zone_6A Cold Humid,MEA,2025,3.070588235
Zone_6A Cold Humid,MEA,2030,3.105882353
Zone_6A Cold Humid,MEA,2035,3.141176471
Zone_6A Cold Humid,MEA,2040,3.176470588
Zone_6A Cold Humid,MEA,2045,3.211764706
Zone_6A Cold Humid,MEA,2050,3.247058824
Zone_6A Cold Humid,MEA,2055,3.282352941
Zone_6A Cold Humid,MEA,2060,3.317647059
Zone_6A Cold Humid,MEA,2065,3.352941176
Zone_6A Cold Humid,MEA,2070,3.388235294
Zone_6A Cold Humid,MEA,2075,3.423529412
Zone_6A Cold Humid,MEA,2080,3.458823529
Zone_6A Cold Humid,MEA,2085,3.494117647
Zone_6A Cold Humid,MEA,2090,3.529411765
Zone_6A Cold Humid,MEA,2095,3.564705882
Zone_6A Cold Humid,MEA,2100,3.6
Zone_6B Cold Dry,MEA,2015,3
Zone_6B Cold Dry,MEA,2020,3.035294118
Zone_6B Cold Dry,MEA,2025,3.070588235
Zone_6B Cold Dry,MEA,2030,3.105882353
Zone_6B Cold Dry,MEA,2035,3.141176471
Zone_6B Cold Dry,MEA,2040,3.176470588
Zone_6B Cold Dry,MEA,2045,3.211764706
Zone_6B Cold Dry,MEA,2050,3.247058824
Zone_6B Cold Dry,MEA,2055,3.282352941
Zone_6B Cold Dry,MEA,2060,3.317647059
Zone_6B Cold Dry,MEA,2065,3.352941176
Zone_6B Cold Dry,MEA,2070,3.388235294
Zone_6B Cold Dry,MEA,2075,3.423529412
Zone_6B Cold Dry,MEA,2080,3.458823529
Zone_6B Cold Dry,MEA,2085,3.494117647
Zone_6B Cold Dry,MEA,2090,3.529411765
Zone_6B Cold Dry,MEA,2095,3.564705882
Zone_6B Cold Dry,MEA,2100,3.6
Zone_6C Cold Marine,MEA,2015,3
Zone_6C Cold Marine,MEA,2020,3.035294118
Zone_6C Cold Marine,MEA,2025,3.070588235
Zone_6C Cold Marine,MEA,2030,3.105882353
Zone_6C Cold Marine,MEA,2035,3.141176471
Zone_6C Cold Marine,MEA,2040,3.176470588
Zone_6C Cold Marine,MEA,2045,3.211764706
Zone_6C Cold Marine,MEA,2050,3.247058824
Zone_6C Cold Marine,MEA,2055,3.282352941
Zone_6C Cold Marine,MEA,2060,3.317647059
Zone_6C Cold Marine,MEA,2065,3.352941176
Zone_6C Cold Marine,MEA,2070,3.388235294
Zone_6C Cold Marine,MEA,2075,3.423529412
Zone_6C Cold Marine,MEA,2080,3.458823529
Zone_6C Cold Marine,MEA,2085,3.494117647
Zone_6C Cold Marine,MEA,2090,3.529411765
Zone_6C Cold Marine,MEA,2095,3.564705882
Zone_6C Cold Marine,MEA,2100,3.6
Zone_7A Very cold Humid,MEA,2015,6
Zone_7A Very cold Humid,MEA,2020,6.070588235
Zone_7A Very cold Humid,MEA,2025,6.141176471
Zone_7A Very cold Humid,MEA,2030,6.211764706
Zone_7A Very cold Humid,MEA,2035,6.282352941
Zone_7A Very cold Humid,MEA,2040,6.352941176
Zone_7A Very cold Humid,MEA,2045,6.423529412
Zone_7A Very cold Humid,MEA,2050,6.494117647
Zone_7A Very cold Humid,MEA,2055,6.564705882
Zone_7A Very cold Humid,MEA,2060,6.635294118
Zone_7A Very cold Humid,MEA,2065,6.705882353
Zone_7A Very cold Humid,MEA,2070,6.776470588
Zone_7A Very cold Humid,MEA,2075,6.847058824
Zone_7A Very cold Humid,MEA,2080,6.917647059
Zone_7A Very cold Humid,MEA,2085,6.988235294
Zone_7A Very cold Humid,MEA,2090,7.058823529
Zone_7A Very cold Humid,MEA,2095,7.129411765
Zone_7A Very cold Humid,MEA,2100,7.2
Zone_7B Very cold Dry,MEA,2015,6
Zone_7B Very cold Dry,MEA,2020,6.070588235
Zone_7B Very cold Dry,MEA,2025,6.141176471
Zone_7B Very cold Dry,MEA,2030,6.211764706
Zone_7B Very cold Dry,MEA,2035,6.282352941
Zone_7B Very cold Dry,MEA,2040,6.352941176
Zone_7B Very cold Dry,MEA,2045,6.423529412
Zone_7B Very cold Dry,MEA,2050,6.494117647
Zone_7B Very cold Dry,MEA,2055,6.564705882
Zone_7B Very cold Dry,MEA,2060,6.635294118
Zone_7B Very cold Dry,MEA,2065,6.705882353
Zone_7B Very cold Dry,MEA,2070,6.776470588
Zone_7B Very cold Dry,MEA,2075,6.847058824
Zone_7B Very cold Dry,MEA,2080,6.917647059
Zone_7B Very cold Dry,MEA,2085,6.988235294
Zone_7B Very cold Dry,MEA,2090,7.058823529
Zone_7B Very cold Dry,MEA,2095,7.129411765
Zone_7B Very cold Dry,MEA,2100,7.2
Zone_7C Very cold Marine,MEA,2015,6
Zone_7C Very cold Marine,MEA,2020,6.070588235
Zone_7C Very cold Marine,MEA,2025,6.141176471
Zone_7C Very cold Marine,MEA,2030,6.211764706
Zone_7C Very cold Marine,MEA,2035,6.282352941
Zone_7C Very cold Marine,MEA,2040,6.352941176
Zone_7C Very cold Marine,MEA,2045,6.423529412
Zone_7C Very cold Marine,MEA,2050,6.494117647
Zone_7C Very cold Marine,MEA,2055,6.564705882
Zone_7C Very cold Marine,MEA,2060,6.635294118
Zone_7C Very cold Marine,MEA,2065,6.705882353
Zone_7C Very cold Marine,MEA,2070,6.776470588
Zone_7C Very cold Marine,MEA,2075,6.847058824
Zone_7C Very cold Marine,MEA,2080,6.917647059
Zone_7C Very cold Marine,MEA,2085,6.988235294
Zone_7C Very cold Marine,MEA,2090,7.058823529
Zone_7C Very cold Marine,MEA,2095,7.129411765
Zone_7C Very cold Marine,MEA,2100,7.2
Zone_8A Subarctic/arctic Humid,MEA,2015,6
Zone_8A Subarctic/arctic Humid,MEA,2020,6.070588235
Zone_8A Subarctic/arctic Humid,MEA,2025,6.141176471
Zone_8A Subarctic/arctic Humid,MEA,2030,6.211764706
Zone_8A Subarctic/arctic Humid,MEA,2035,6.282352941
Zone_8A Subarctic/arctic Humid,MEA,2040,6.352941176
Zone_8A Subarctic/arctic Humid,MEA,2045,6.423529412
Zone_8A Subarctic/arctic Humid,MEA,2050,6.494117647
Zone_8A Subarctic/arctic Humid,MEA,2055,6.564705882
Zone_8A Subarctic/arctic Humid,MEA,2060,6.635294118
Zone_8A Subarctic/arctic Humid,MEA,2065,6.705882353
Zone_8A Subarctic/arctic Humid,MEA,2070,6.776470588
Zone_8A Subarctic/arctic Humid,MEA,2075,6.847058824
Zone_8A Subarctic/arctic Humid,MEA,2080,6.917647059
Zone_8A Subarctic/arctic Humid,MEA,2085,6.988235294
Zone_8A Subarctic/arctic Humid,MEA,2090,7.058823529
Zone_8A Subarctic/arctic Humid,MEA,2095,7.129411765
Zone_8A Subarctic/arctic Humid,MEA,2100,7.2
Zone_8B Subarctic/arctic Dry,MEA,2015,6
Zone_8B Subarctic/arctic Dry,MEA,2020,6.070588235
Zone_8B Subarctic/arctic Dry,MEA,2025,6.141176471
Zone_8B Subarctic/arctic Dry,MEA,2030,6.211764706
Zone_8B Subarctic/arctic Dry,MEA,2035,6.282352941
Zone_8B Subarctic/arctic Dry,MEA,2040,6.352941176
Zone_8B Subarctic/arctic Dry,MEA,2045,6.423529412
Zone_8B Subarctic/arctic Dry,MEA,2050,6.494117647
Zone_8B Subarctic/arctic Dry,MEA,2055,6.564705882
Zone_8B Subarctic/arctic Dry,MEA,2060,6.635294118
Zone_8B Subarctic/arctic Dry,MEA,2065,6.705882353
Zone_8B Subarctic/arctic Dry,MEA,2070,6.776470588
Zone_8B Subarctic/arctic Dry,MEA,2075,6.847058824
Zone_8B Subarctic/arctic Dry,MEA,2080,6.917647059
Zone_8B Subarctic/arctic Dry,MEA,2085,6.988235294
Zone_8B Subarctic/arctic Dry,MEA,2090,7.058823529
Zone_8B Subarctic/arctic Dry,MEA,2095,7.129411765
Zone_8B Subarctic/arctic Dry,MEA,2100,7.2
Zone_8C Subarctic/arctic Marine,MEA,2015,6
Zone_8C Subarctic/arctic Marine,MEA,2020,6.070588235
Zone_8C Subarctic/arctic Marine,MEA,2025,6.141176471
Zone_8C Subarctic/arctic Marine,MEA,2030,6.211764706
Zone_8C Subarctic/arctic Marine,MEA,2035,6.282352941
Zone_8C Subarctic/arctic Marine,MEA,2040,6.352941176
Zone_8C Subarctic/arctic Marine,MEA,2045,6.423529412
Zone_8C Subarctic/arctic Marine,MEA,2050,6.494117647
Zone_8C Subarctic/arctic Marine,MEA,2055,6.564705882
Zone_8C Subarctic/arctic Marine,MEA,2060,6.635294118
Zone_8C Subarctic/arctic Marine,MEA,2065,6.705882353
Zone_8C Subarctic/arctic Marine,MEA,2070,6.776470588
Zone_8C Subarctic/arctic Marine,MEA,2075,6.847058824
Zone_8C Subarctic/arctic Marine,MEA,2080,6.917647059
Zone_8C Subarctic/arctic Marine,MEA,2085,6.988235294
Zone_8C Subarctic/arctic Marine,MEA,2090,7.058823529
Zone_8C Subarctic/arctic Marine,MEA,2095,7.129411765
Zone_8C Subarctic/arctic Marine,MEA,2100,7.2
Zone_0A Extremely hot Humid,NAM,2015,0
Zone_0A Extremely hot Humid,NAM,2020,0
Zone_0A Extremely hot Humid,NAM,2025,0
Zone_0A Extremely hot Humid,NAM,2030,0
Zone_0A Extremely hot Humid,NAM,2035,0
Zone_0A Extremely hot Humid,NAM,2040,0
Zone_0A Extremely hot Humid,NAM,2045,0
Zone_0A Extremely hot Humid,NAM,2050,0
Zone_0A Extremely hot Humid,NAM,2055,0
Zone_0A Extremely hot Humid,NAM,2060,0
Zone_0A Extremely hot Humid,NAM,2065,0
Zone_0A Extremely hot Humid,NAM,2070,0
Zone_0A Extremely hot Humid,NAM,2075,0
Zone_0A Extremely hot Humid,NAM,2080,0
Zone_0A Extremely hot Humid,NAM,2085,0
Zone_0A Extremely hot Humid,NAM,2090,0
Zone_0A Extremely hot Humid,NAM,2095,0
Zone_0A Extremely hot Humid,NAM,2100,0
Zone_0B Extremely hot Dry,NAM,2015,0
Zone_0B Extremely hot Dry,NAM,2020,0
Zone_0B Extremely hot Dry,NAM,2025,0
Zone_0B Extremely hot Dry,NAM,2030,0
Zone_0B Extremely hot Dry,NAM,2035,0
Zone_0B Extremely hot Dry,NAM,2040,0
Zone_0B Extremely hot Dry,NAM,2045,0
Zone_0B Extremely hot Dry,NAM,2050,0
Zone_0B Extremely hot Dry,NAM,2055,0
Zone_0B Extremely hot Dry,NAM,2060,0
Zone_0B Extremely hot Dry,NAM,2065,0
Zone_0B Extremely hot Dry,NAM,2070,0
Zone_0B Extremely hot Dry,NAM,2075,0
Zone_0B Extremely hot Dry,NAM,2080,0
Zone_0B Extremely hot Dry,NAM,2085,0
Zone_0B Extremely hot Dry,NAM,2090,0
Zone_0B Extremely hot Dry,NAM,2095,0
Zone_0B Extremely hot Dry,NAM,2100,0
Zone_0C Extremely hot Marine,NAM,2015,0
Zone_0C Extremely hot Marine,NAM,2020,0
Zone_0C Extremely hot Marine,NAM,2025,0
Zone_0C Extremely hot Marine,NAM,2030,0
Zone_0C Extremely hot Marine,NAM,2035,0
Zone_0C Extremely hot Marine,NAM,2040,0
Zone_0C Extremely hot Marine,NAM,2045,0
Zone_0C Extremely hot Marine,NAM,2050,0
Zone_0C Extremely hot Marine,NAM,2055,0
Zone_0C Extremely hot Marine,NAM,2060,0
Zone_0C Extremely hot Marine,NAM,2065,0
Zone_0C Extremely hot Marine,NAM,2070,0
Zone_0C Extremely hot Marine,NAM,2075,0
Zone_0C Extremely hot Marine,NAM,2080,0
Zone_0C Extremely hot Marine,NAM,2085,0
Zone_0C Extremely hot Marine,NAM,2090,0
Zone_0C Extremely hot Marine,NAM,2095,0
Zone_0C Extremely hot Marine,NAM,2100,0
Zone_1A Very hot Humid,NAM,2015,0
Zone_1A Very hot Humid,NAM,2020,0
Zone_1A Very hot Humid,NAM,2025,0
Zone_1A Very hot Humid,NAM,2030,0
Zone_1A Very hot Humid,NAM,2035,0
Zone_1A Very hot Humid,NAM,2040,0
Zone_1A Very hot Humid,NAM,2045,0
Zone_1A Very hot Humid,NAM,2050,0
Zone_1A Very hot Humid,NAM,2055,0
Zone_1A Very hot Humid,NAM,2060,0
Zone_1A Very hot Humid,NAM,2065,0
Zone_1A Very hot Humid,NAM,2070,0
Zone_1A Very hot Humid,NAM,2075,0
Zone_1A Very hot Humid,NAM,2080,0
Zone_1A Very hot Humid,NAM,2085,0
Zone_1A Very hot Humid,NAM,2090,0
Zone_1A Very hot Humid,NAM,2095,0
Zone_1A Very hot Humid,NAM,2100,0
Zone_1B Very hot Dry,NAM,2015,0
Zone_1B Very hot Dry,NAM,2020,0
Zone_1B Very hot Dry,NAM,2025,0
Zone_1B Very hot Dry,NAM,2030,0
Zone_1B Very hot Dry,NAM,2035,0
Zone_1B Very hot Dry,NAM,2040,0
Zone_1B Very hot Dry,NAM,2045,0
Zone_1B Very hot Dry,NAM,2050,0
Zone_1B Very hot Dry,NAM,2055,0
Zone_1B Very hot Dry,NAM,2060,0
Zone_1B Very hot Dry,NAM,2065,0
Zone_1B Very hot Dry,NAM,2070,0
Zone_1B Very hot Dry,NAM,2075,0
Zone_1B Very hot Dry,NAM,2080,0
Zone_1B Very hot Dry,NAM,2085,0
Zone_1B Very hot Dry,NAM,2090,0
Zone_1B Very hot Dry,NAM,2095,0
Zone_1B Very hot Dry,NAM,2100,0
Zone_1C Very hot Marine,NAM,2015,0
Zone_1C Very hot Marine,NAM,2020,0
Zone_1C Very hot Marine,NAM,2025,0
Zone_1C Very hot Marine,NAM,2030,0
Zone_1C Very hot Marine,NAM,2035,0
Zone_1C Very hot Marine,NAM,2040,0
Zone_1C Very hot Marine,NAM,2045,0
Zone_1C Very hot Marine,NAM,2050,0
Zone_1C Very hot Marine,NAM,2055,0
Zone_1C Very hot Marine,NAM,2060,0
Zone_1C Very hot Marine,NAM,2065,0
Zone_1C Very hot Marine,NAM,2070,0
Zone_1C Very hot Marine,NAM,2075,0
Zone_1C Very hot Marine,NAM,2080,0
Zone_1C Very hot Marine,NAM,2085,0
Zone_1C Very hot Marine,NAM,2090,0
Zone_1C Very hot Marine,NAM,2095,0
Zone_1C Very hot Marine,NAM,2100,0
Zone_2A Hot Humid,NAM,2015,1
Zone_2A Hot Humid,NAM,2020,1
Zone_2A Hot Humid,NAM,2025,1
Zone_2A Hot Humid,NAM,2030,1
Zone_2A Hot Humid,NAM,2035,1
Zone_2A Hot Humid,NAM,2040,1
Zone_2A Hot Humid,NAM,2045,1
Zone_2A Hot Humid,NAM,2050,1
Zone_2A Hot Humid,NAM,2055,1
Zone_2A Hot Humid,NAM,2060,1
Zone_2A Hot Humid,NAM,2065,1
Zone_2A Hot Humid,NAM,2070,1
Zone_2A Hot Humid,NAM,2075,1
Zone_2A Hot Humid,NAM,2080,1
Zone_2A Hot Humid,NAM,2085,1
Zone_2A Hot Humid,NAM,2090,1
Zone_2A Hot Humid,NAM,2095,1
Zone_2A Hot Humid,NAM,2100,1
Zone_2B Hot Dry,NAM,2015,1
Zone_2B Hot Dry,NAM,2020,1
Zone_2B Hot Dry,NAM,2025,1
Zone_2B Hot Dry,NAM,2030,1
Zone_2B Hot Dry,NAM,2035,1
Zone_2B Hot Dry,NAM,2040,1
Zone_2B Hot Dry,NAM,2045,1
Zone_2B Hot Dry,NAM,2050,1
Zone_2B Hot Dry,NAM,2055,1
Zone_2B Hot Dry,NAM,2060,1
Zone_2B Hot Dry,NAM,2065,1
Zone_2B Hot Dry,NAM,2070,1
Zone_2B Hot Dry,NAM,2075,1
Zone_2B Hot Dry,NAM,2080,1
Zone_2B Hot Dry,NAM,2085,1
Zone_2B Hot Dry,NAM,2090,1
Zone_2B Hot Dry,NAM,2095,1
Zone_2B Hot Dry,NAM,2100,1
Zone_2C Hot Marine,NAM,2015,1
Zone_2C Hot Marine,NAM,2020,1
Zone_2C Hot Marine,NAM,2025,1
Zone_2C Hot Marine,NAM,2030,1
Zone_2C Hot Marine,NAM,2035,1
Zone_2C Hot Marine,NAM,2040,1
Zone_2C Hot Marine,NAM,2045,1
Zone_2C Hot Marine,NAM,2050,1
Zone_2C Hot Marine,NAM,2055,1
Zone_2C Hot Marine,NAM,2060,1
Zone_2C Hot Marine,NAM,2065,1
Zone_2C Hot Marine,NAM,2070,1
Zone_2C Hot Marine,NAM,2075,1
Zone_2C Hot Marine,NAM,2080,1
Zone_2C Hot Marine,NAM,2085,1
Zone_2C Hot Marine,NAM,2090,1
Zone_2C Hot Marine,NAM,2095,1
Zone_2C Hot Marine,NAM,2100,1
Zone_3A Warm Humid,NAM,2015,2
Zone_3A Warm Humid,NAM,2020,2
Zone_3A Warm Humid,NAM,2025,2
Zone_3A Warm Humid,NAM,2030,2
Zone_3A Warm Humid,NAM,2035,2
Zone_3A Warm Humid,NAM,2040,2
Zone_3A Warm Humid,NAM,2045,2
Zone_3A Warm Humid,NAM,2050,2
Zone_3A Warm Humid,NAM,2055,2
Zone_3A Warm Humid,NAM,2060,2
Zone_3A Warm Humid,NAM,2065,2
Zone_3A Warm Humid,NAM,2070,2
Zone_3A Warm Humid,NAM,2075,2
Zone_3A Warm Humid,NAM,2080,2
Zone_3A Warm Humid,NAM,2085,2
Zone_3A Warm Humid,NAM,2090,2
Zone_3A Warm Humid,NAM,2095,2
Zone_3A Warm Humid,NAM,2100,2
Zone_3B Warm Dry,NAM,2015,2
Zone_3B Warm Dry,NAM,2020,2
Zone_3B Warm Dry,NAM,2025,2
Zone_3B Warm Dry,NAM,2030,2
Zone_3B Warm Dry,NAM,2035,2
Zone_3B Warm Dry,NAM,2040,2
Zone_3B Warm Dry,NAM,2045,2
Zone_3B Warm Dry,NAM,2050,2
Zone_3B Warm Dry,NAM,2055,2
Zone_3B Warm Dry,NAM,2060,2
Zone_3B Warm Dry,NAM,2065,2
Zone_3B Warm Dry,NAM,2070,2
Zone_3B Warm Dry,NAM,2075,2
Zone_3B Warm Dry,NAM,2080,2
Zone_3B Warm Dry,NAM,2085,2
Zone_3B Warm Dry,NAM,2090,2
Zone_3B Warm Dry,NAM,2095,2
Zone_3B Warm Dry,NAM,2100,2
Zone_3C Warm Marine,NAM,2015,2
Zone_3C Warm Marine,NAM,2020,2
Zone_3C Warm Marine,NAM,2025,2
Zone_3C Warm Marine,NAM,2030,2
Zone_3C Warm Marine,NAM,2035,2
Zone_3C Warm Marine,NAM,2040,2
Zone_3C Warm Marine,NAM,2045,2
Zone_3C Warm Marine,NAM,2050,2
Zone_3C Warm Marine,NAM,2055,2
Zone_3C Warm Marine,NAM,2060,2
Zone_3C Warm Marine,NAM,2065,2
Zone_3C Warm Marine,NAM,2070,2
Zone_3C Warm Marine,NAM,2075,2
Zone_3C Warm Marine,NAM,2080,2
Zone_3C Warm Marine,NAM,2085,2
Zone_3C Warm Marine,NAM,2090,2
Zone_3C Warm Marine,NAM,2095,2
Zone_3C Warm Marine,NAM,2100,2
Zone_4A Mixed Humid,NAM,2015,6
Zone_4A Mixed Humid,NAM,2020,6
Zone_4A Mixed Humid,NAM,2025,6
Zone_4A Mixed Humid,NAM,2030,6
Zone_4A Mixed Humid,NAM,2035,6
Zone_4A Mixed Humid,NAM,2040,6
Zone_4A Mixed Humid,NAM,2045,6
Zone_4A Mixed Humid,NAM,2050,6
Zone_4A Mixed Humid,NAM,2055,6
Zone_4A Mixed Humid,NAM,2060,6
Zone_4A Mixed Humid,NAM,2065,6
Zone_4A Mixed Humid,NAM,2070,6
Zone_4A Mixed Humid,NAM,2075,6
Zone_4A Mixed Humid,NAM,2080,6
Zone_4A Mixed Humid,NAM,2085,6
Zone_4A Mixed Humid,NAM,2090,6
Zone_4A Mixed Humid,NAM,2095,6
Zone_4A Mixed Humid,NAM,2100,6
Zone_4B Mixed Dry,NAM,2015,6
Zone_4B Mixed Dry,NAM,2020,6
Zone_4B Mixed Dry,NAM,2025,6
Zone_4B Mixed Dry,NAM,2030,6
Zone_4B Mixed Dry,NAM,2035,6
Zone_4B Mixed Dry,NAM,2040,6
Zone_4B Mixed Dry,NAM,2045,6
Zone_4B Mixed Dry,NAM,2050,6
Zone_4B Mixed Dry,NAM,2055,6
Zone_4B Mixed Dry,NAM,2060,6
Zone_4B Mixed Dry,NAM,2065,6
Zone_4B Mixed Dry,NAM,2070,6
Zone_4B Mixed Dry,NAM,2075,6
Zone_4B Mixed Dry,NAM,2080,6
Zone_4B Mixed Dry,NAM,2085,6
Zone_4B Mixed Dry,NAM,2090,6
Zone_4B Mixed Dry,NAM,2095,6
Zone_4B Mixed Dry,NAM,2100,6
Zone_4C Mixed Marine,NAM,2015,6
Zone_4C Mixed Marine,NAM,2020,6
Zone_4C Mixed Marine,NAM,2025,6
Zone_4C Mixed Marine,NAM,2030,6
Zone_4C Mixed Marine,NAM,2035,6
Zone_4C Mixed Marine,NAM,2040,6
Zone_4C Mixed Marine,NAM,2045,6
Zone_4C Mixed Marine,NAM,2050,6
Zone_4C Mixed Marine,NAM,2055,6
Zone_4C Mixed Marine,NAM,2060,6
Zone_4C Mixed Marine,NAM,2065,6
Zone_4C Mixed Marine,NAM,2070,6
Zone_4C Mixed Marine,NAM,2075,6
Zone_4C Mixed Marine,NAM,2080,6
Zone_4C Mixed Marine,NAM,2085,6
Zone_4C Mixed Marine,NAM,2090,6
Zone_4C Mixed Marine,NAM,2095,6
Zone_4C Mixed Marine,NAM,2100,6
Zone_5A Cool Humid,NAM,2015,6
Zone_5A Cool Humid,NAM,2020,6
Zone_5A Cool Humid,NAM,2025,6
Zone_5A Cool Humid,NAM,2030,6
Zone_5A Cool Humid,NAM,2035,6
Zone_5A Cool Humid,NAM,2040,6
Zone_5A Cool Humid,NAM,2045,6
Zone_5A Cool Humid,NAM,2050,6
Zone_5A Cool Humid,NAM,2055,6
Zone_5A Cool Humid,NAM,2060,6
Zone_5A Cool Humid,NAM,2065,6
Zone_5A Cool Humid,NAM,2070,6
Zone_5A Cool Humid,NAM,2075,6
Zone_5A Cool Humid,NAM,2080,6
Zone_5A Cool Humid,NAM,2085,6
Zone_5A Cool Humid,NAM,2090,6
Zone_5A Cool Humid,NAM,2095,6
Zone_5A Cool Humid,NAM,2100,6
Zone_5B Cool Dry,NAM,2015,6
Zone_5B Cool Dry,NAM,2020,6
Zone_5B Cool Dry,NAM,2025,6
Zone_5B Cool Dry,NAM,2030,6
Zone_5B Cool Dry,NAM,2035,6
Zone_5B Cool Dry,NAM,2040,6
Zone_5B Cool Dry,NAM,2045,6
Zone_5B Cool Dry,NAM,2050,6
Zone_5B Cool Dry,NAM,2055,6
Zone_5B Cool Dry,NAM,2060,6
Zone_5B Cool Dry,NAM,2065,6
Zone_5B Cool Dry,NAM,2070,6
Zone_5B Cool Dry,NAM,2075,6
Zone_5B Cool Dry,NAM,2080,6
Zone_5B Cool Dry,NAM,2085,6
Zone_5B Cool Dry,NAM,2090,6
Zone_5B Cool Dry,NAM,2095,6
Zone_5B Cool Dry,NAM,2100,6
Zone_5C Cool Marine,NAM,2015,6
Zone_5C Cool Marine,NAM,2020,6
Zone_5C Cool Marine,NAM,2025,6
Zone_5C Cool Marine,NAM,2030,6
Zone_5C Cool Marine,NAM,2035,6
Zone_5C Cool Marine,NAM,2040,6
Zone_5C Cool Marine,NAM,2045,6
Zone_5C Cool Marine,NAM,2050,6
Zone_5C Cool Marine,NAM,2055,6
Zone_5C Cool Marine,NAM,2060,6
Zone_5C Cool Marine,NAM,2065,6
Zone_5C Cool Marine,NAM,2070,6
Zone_5C Cool Marine,NAM,2075,6
Zone_5C Cool Marine,NAM,2080,6
Zone_5C Cool Marine,NAM,2085,6
Zone_5C Cool Marine,NAM,2090,6
Zone_5C Cool Marine,NAM,2095,6
Zone_5C Cool Marine,NAM,2100,6
Zone_6A Cold Humid,NAM,2015,6
Zone_6A Cold Humid,NAM,2020,6
Zone_6A Cold Humid,NAM,2025,6
Zone_6A Cold Humid,NAM,2030,6
Zone_6A Cold Humid,NAM,2035,6
Zone_6A Cold Humid,NAM,2040,6
Zone_6A Cold Humid,NAM,2045,6
Zone_6A Cold Humid,NAM,2050,6
Zone_6A Cold Humid,NAM,2055,6
Zone_6A Cold Humid,NAM,2060,6
Zone_6A Cold Humid,NAM,2065,6
Zone_6A Cold Humid,NAM,2070,6
Zone_6A Cold Humid,NAM,2075,6
Zone_6A Cold Humid,NAM,2080,6
Zone_6A Cold Humid,NAM,2085,6
Zone_6A Cold Humid,NAM,2090,6
Zone_6A Cold Humid,NAM,2095,6
Zone_6A Cold Humid,NAM,2100,6
Zone_6B Cold Dry,NAM,2015,6
Zone_6B Cold Dry,NAM,2020,6
Zone_6B Cold Dry,NAM,2025,6
Zone_6B Cold Dry,NAM,2030,6
Zone_6B Cold Dry,NAM,2035,6
Zone_6B Cold Dry,NAM,2040,6
Zone_6B Cold Dry,NAM,2045,6
Zone_6B Cold Dry,NAM,2050,6
Zone_6B Cold Dry,NAM,2055,6
Zone_6B Cold Dry,NAM,2060,6
Zone_6B Cold Dry,NAM,2065,6
Zone_6B Cold Dry,NAM,2070,6
Zone_6B Cold Dry,NAM,2075,6
Zone_6B Cold Dry,NAM,2080,6
Zone_6B Cold Dry,NAM,2085,6
Zone_6B Cold Dry,NAM,2090,6
Zone_6B Cold Dry,NAM,2095,6
Zone_6B Cold Dry,NAM,2100,6
Zone_6C Cold Marine,NAM,2015,6
Zone_6C Cold Marine,NAM,2020,6
Zone_6C Cold Marine,NAM,2025,6
Zone_6C Cold Marine,NAM,2030,6
Zone_6C Cold Marine,NAM,2035,6
Zone_6C Cold Marine,NAM,2040,6
