"","scenario_supply","region_gea","material","production","year","emission_factor","unit"
"690","NPi","LAM","copper","primary",2070,4.5332657836101,"kgco2e/kg"
"691","1p5C","LAM","copper","primary",2070,2.41965494307396,"kgco2e/kg"
"692","NPi","LAM","copper","primary",2080,4.38949323163255,"kgco2e/kg"
"693","1p5C","LAM","copper","primary",2080,2.40293007818234,"kgco2e/kg"
"694","NPi","LAM","copper","primary",2090,4.22391605761607,"kgco2e/kg"
"695","1p5C","LAM","copper","primary",2090,2.37115007212501,"kgco2e/kg"
"696","NPi","LAM","copper","primary",2100,4.11636329938511,"kgco2e/kg"
"697","1p5C","LAM","copper","primary",2100,2.36828893988263,"kgco2e/kg"
"698","NPi","MEA","copper","primary",2020,5.67166444082771,"kgco2e/kg"
"699","NPi","MEA","copper","primary",2030,5.47573566435761,"kgco2e/kg"
"700","1p5C","MEA","copper","primary",2030,3.53717229871037,"kgco2e/kg"
"701","NPi","MEA","copper","primary",2040,5.3823136803621,"kgco2e/kg"
"702","1p5C","MEA","copper","primary",2040,2.7642532454563,"kgco2e/kg"
"703","NPi","MEA","copper","primary",2050,5.26754024419668,"kgco2e/kg"
"704","1p5C","MEA","copper","primary",2050,2.56806335262317,"kgco2e/kg"
"705","NPi","MEA","copper","primary",2060,4.75059903307488,"kgco2e/kg"
"706","1p5C","MEA","copper","primary",2060,2.48823013280029,"kgco2e/kg"
"707","NPi","MEA","copper","primary",2070,4.5332657836101,"kgco2e/kg"
"708","1p5C","MEA","copper","primary",2070,2.41965494307396,"kgco2e/kg"
"709","NPi","MEA","copper","primary",2080,4.38949323163255,"kgco2e/kg"
"710","1p5C","MEA","copper","primary",2080,2.40293007818234,"kgco2e/kg"
"711","NPi","MEA","copper","primary",2090,4.22391605761607,"kgco2e/kg"
"712","1p5C","MEA","copper","primary",2090,2.37115007212501,"kgco2e/kg"
"713","NPi","MEA","copper","primary",2100,4.11636329938511,"kgco2e/kg"
"714","1p5C","MEA","copper","primary",2100,2.36828893988263,"kgco2e/kg"
"715","NPi","NAM","copper","primary",2020,5.67166444082771,"kgco2e/kg"
"716","NPi","NAM","copper","primary",2030,5.47573566435761,"kgco2e/kg"
"717","1p5C","NAM","copper","primary",2030,3.53717229871037,"kgco2e/kg"
"718","NPi","NAM","copper","primary",2040,5.3823136803621,"kgco2e/kg"
"719","1p5C","NAM","copper","primary",2040,2.7642532454563,"kgco2e/kg"
"720","NPi","NAM","copper","primary",2050,5.26754024419668,"kgco2e/kg"
"721","1p5C","NAM","copper","primary",2050,2.56806335262317,"kgco2e/kg"
"722","NPi","NAM","copper","primary",2060,4.75059903307488,"kgco2e/kg"
"723","1p5C","NAM","copper","primary",2060,2.48823013280029,"kgco2e/kg"
"724","NPi","NAM","copper","primary",2070,4.5332657836101,"kgco2e/kg"
"725","1p5C","NAM","copper","primary",2070,2.41965494307396,"kgco2e/kg"
"726","NPi","NAM","copper","primary",2080,4.38949323163255,"kgco2e/kg"
"727","1p5C","NAM","copper","primary",2080,2.40293007818234,"kgco2e/kg"
"728","NPi","NAM","copper","primary",2090,4.22391605761607,"kgco2e/kg"
"729","1p5C","NAM","copper","primary",2090,2.37115007212501,"kgco2e/kg"
"730","NPi","NAM","copper","primary",2100,4.11636329938511,"kgco2e/kg"
"731","1p5C","NAM","copper","primary",2100,2.36828893988263,"kgco2e/kg"
"732","NPi","PAO","copper","primary",2020,5.67166444082771,"kgco2e/kg"
"733","NPi","PAO","copper","primary",2030,5.47573566435761,"kgco2e/kg"
"734","1p5C","PAO","copper","primary",2030,3.53717229871037,"kgco2e/kg"
"735","NPi","PAO","copper","primary",2040,5.3823136803621,"kgco2e/kg"
"736","1p5C","PAO","copper","primary",2040,2.7642532454563,"kgco2e/kg"
"737","NPi","PAO","copper","primary",2050,5.26754024419668,"kgco2e/kg"
"738","1p5C","PAO","copper","primary",2050,2.56806335262317,"kgco2e/kg"
"739","NPi","PAO","copper","primary",2060,4.75059903307488,"kgco2e/kg"
"740","1p5C","PAO","copper","primary",2060,2.48823013280029,"kgco2e/kg"
"741","NPi","PAO","copper","primary",2070,4.5332657836101,"kgco2e/kg"
"742","1p5C","PAO","copper","primary",2070,2.41965494307396,"kgco2e/kg"
"743","NPi","PAO","copper","primary",2080,4.38949323163255,"kgco2e/kg"
"744","1p5C","PAO","copper","primary",2080,2.40293007818234,"kgco2e/kg"
"745","NPi","PAO","copper","primary",2090,4.22391605761607,"kgco2e/kg"
"746","1p5C","PAO","copper","primary",2090,2.37115007212501,"kgco2e/kg"
"747","NPi","PAO","copper","primary",2100,4.11636329938511,"kgco2e/kg"
"748","1p5C","PAO","copper","primary",2100,2.36828893988263,"kgco2e/kg"
"749","NPi","PAS","copper","primary",2020,5.67166444082771,"kgco2e/kg"
"750","NPi","PAS","copper","primary",2030,5.47573566435761,"kgco2e/kg"
"751","1p5C","PAS","copper","primary",2030,3.53717229871037,"kgco2e/kg"
"752","NPi","PAS","copper","primary",2040,5.3823136803621,"kgco2e/kg"
"753","1p5C","PAS","copper","primary",2040,2.7642532454563,"kgco2e/kg"
"754","NPi","PAS","copper","primary",2050,5.26754024419668,"kgco2e/kg"
"755","1p5C","PAS","copper","primary",2050,2.56806335262317,"kgco2e/kg"
"756","NPi","PAS","copper","primary",2060,4.75059903307488,"kgco2e/kg"
"757","1p5C","PAS","copper","primary",2060,2.48823013280029,"kgco2e/kg"
"758","NPi","PAS","copper","primary",2070,4.5332657836101,"kgco2e/kg"
"759","1p5C","PAS","copper","primary",2070,2.41965494307396,"kgco2e/kg"
"760","NPi","PAS","copper","primary",2080,4.38949323163255,"kgco2e/kg"
"761","1p5C","PAS","copper","primary",2080,2.40293007818234,"kgco2e/kg"
"762","NPi","PAS","copper","primary",2090,4.22391605761607,"kgco2e/kg"
"763","1p5C","PAS","copper","primary",2090,2.37115007212501,"kgco2e/kg"
"764","NPi","PAS","copper","primary",2100,4.11636329938511,"kgco2e/kg"
"765","1p5C","PAS","copper","primary",2100,2.36828893988263,"kgco2e/kg"
"766","NPi","RCPA","copper","primary",2020,5.67166444082771,"kgco2e/kg"
"767","NPi","RCPA","copper","primary",2030,5.47573566435761,"kgco2e/kg"
"768","1p5C","RCPA","copper","primary",2030,3.53717229871037,"kgco2e/kg"
"769","NPi","RCPA","copper","primary",2040,5.3823136803621,"kgco2e/kg"
"770","1p5C","RCPA","copper","primary",2040,2.7642532454563,"kgco2e/kg"
"771","NPi","RCPA","copper","primary",2050,5.26754024419668,"kgco2e/kg"
"772","1p5C","RCPA","copper","primary",2050,2.56806335262317,"kgco2e/kg"
"773","NPi","RCPA","copper","primary",2060,4.75059903307488,"kgco2e/kg"
"774","1p5C","RCPA","copper","primary",2060,2.48823013280029,"kgco2e/kg"
"775","NPi","RCPA","copper","primary",2070,4.5332657836101,"kgco2e/kg"
"776","1p5C","RCPA","copper","primary",2070,2.41965494307396,"kgco2e/kg"
"777","NPi","RCPA","copper","primary",2080,4.38949323163255,"kgco2e/kg"
"778","1p5C","RCPA","copper","primary",2080,2.40293007818234,"kgco2e/kg"
"779","NPi","RCPA","copper","primary",2090,4.22391605761607,"kgco2e/kg"
"780","1p5C","RCPA","copper","primary",2090,2.37115007212501,"kgco2e/kg"
"781","NPi","RCPA","copper","primary",2100,4.11636329938511,"kgco2e/kg"
"782","1p5C","RCPA","copper","primary",2100,2.36828893988263,"kgco2e/kg"
"783","NPi","SAS","copper","primary",2020,5.67166444082771,"kgco2e/kg"
"784","NPi","SAS","copper","primary",2030,5.47573566435761,"kgco2e/kg"
"785","1p5C","SAS","copper","primary",2030,3.53717229871037,"kgco2e/kg"
"786","NPi","SAS","copper","primary",2040,5.3823136803621,"kgco2e/kg"
"787","1p5C","SAS","copper","primary",2040,2.7642532454563,"kgco2e/kg"
"788","NPi","SAS","copper","primary",2050,5.26754024419668,"kgco2e/kg"
"789","1p5C","SAS","copper","primary",2050,2.56806335262317,"kgco2e/kg"
"790","NPi","SAS","copper","primary",2060,4.75059903307488,"kgco2e/kg"
"791","1p5C","SAS","copper","primary",2060,2.48823013280029,"kgco2e/kg"
"792","NPi","SAS","copper","primary",2070,4.5332657836101,"kgco2e/kg"
"793","1p5C","SAS","copper","primary",2070,2.41965494307396,"kgco2e/kg"
"794","NPi","SAS","copper","primary",2080,4.38949323163255,"kgco2e/kg"
"795","1p5C","SAS","copper","primary",2080,2.40293007818234,"kgco2e/kg"
"796","NPi","SAS","copper","primary",2090,4.22391605761607,"kgco2e/kg"
"797","1p5C","SAS","copper","primary",2090,2.37115007212501,"kgco2e/kg"
"798","NPi","SAS","copper","primary",2100,4.11636329938511,"kgco2e/kg"
"799","1p5C","SAS","copper","primary",2100,2.36828893988263,"kgco2e/kg"
"800","NPi","WEU","copper","primary",2020,5.67166444082771,"kgco2e/kg"
"801","NPi","WEU","copper","primary",2030,5.47573566435761,"kgco2e/kg"
"802","1p5C","WEU","copper","primary",2030,3.53717229871037,"kgco2e/kg"
"803","NPi","WEU","copper","primary",2040,5.3823136803621,"kgco2e/kg"
"804","1p5C","WEU","copper","primary",2040,2.7642532454563,"kgco2e/kg"
"805","NPi","WEU","copper","primary",2050,5.26754024419668,"kgco2e/kg"
"806","1p5C","WEU","copper","primary",2050,2.56806335262317,"kgco2e/kg"
"807","NPi","WEU","copper","primary",2060,4.75059903307488,"kgco2e/kg"
"808","1p5C","WEU","copper","primary",2060,2.48823013280029,"kgco2e/kg"
"809","NPi","WEU","copper","primary",2070,4.5332657836101,"kgco2e/kg"
"810","1p5C","WEU","copper","primary",2070,2.41965494307396,"kgco2e/kg"
"811","NPi","WEU","copper","primary",2080,4.38949323163255,"kgco2e/kg"
"812","1p5C","WEU","copper","primary",2080,2.40293007818234,"kgco2e/kg"
"813","NPi","WEU","copper","primary",2090,4.22391605761607,"kgco2e/kg"
"814","1p5C","WEU","copper","primary",2090,2.37115007212501,"kgco2e/kg"
"815","NPi","WEU","copper","primary",2100,4.11636329938511,"kgco2e/kg"
"816","1p5C","WEU","copper","primary",2100,2.36828893988263,"kgco2e/kg"
"817","NPi","AFR","glass","primary",2020,1.12804238296091,"kgco2e/kg"
"818","NPi","AFR","glass","primary",2030,1.0991971437951,"kgco2e/kg"
"819","1p5C","AFR","glass","primary",2030,0.895308392202015,"kgco2e/kg"
"820","NPi","AFR","glass","primary",2040,1.04173136056578,"kgco2e/kg"
"821","1p5C","AFR","glass","primary",2040,0.795093691143157,"kgco2e/kg"
"822","NPi","AFR","glass","primary",2050,1.00997904439863,"kgco2e/kg"
"823","1p5C","AFR","glass","primary",2050,0.747515566491712,"kgco2e/kg"
"824","NPi","AFR","glass","primary",2060,0.982933418822496,"kgco2e/kg"
"825","1p5C","AFR","glass","primary",2060,0.721132650412135,"kgco2e/kg"
"826","NPi","AFR","glass","primary",2070,0.970526350755339,"kgco2e/kg"
"827","1p5C","AFR","glass","primary",2070,0.728788001669464,"kgco2e/kg"
"828","NPi","AFR","glass","primary",2080,0.963779188400643,"kgco2e/kg"
"829","1p5C","AFR","glass","primary",2080,0.755912337826981,"kgco2e/kg"
"830","NPi","AFR","glass","primary",2090,0.955943364650483,"kgco2e/kg"
"831","1p5C","AFR","glass","primary",2090,0.770691698127639,"kgco2e/kg"
"832","NPi","AFR","glass","primary",2100,0.949564751334641,"kgco2e/kg"
"833","1p5C","AFR","glass","primary",2100,0.773585956638413,"kgco2e/kg"
"834","NPi","CHN","glass","primary",2020,1.12804238296091,"kgco2e/kg"
"835","NPi","CHN","glass","primary",2030,1.0991971437951,"kgco2e/kg"
"836","1p5C","CHN","glass","primary",2030,0.895308392202015,"kgco2e/kg"
"837","NPi","CHN","glass","primary",2040,1.04173136056578,"kgco2e/kg"
"838","1p5C","CHN","glass","primary",2040,0.795093691143157,"kgco2e/kg"
"839","NPi","CHN","glass","primary",2050,1.00997904439863,"kgco2e/kg"
"840","1p5C","CHN","glass","primary",2050,0.747515566491712,"kgco2e/kg"
"841","NPi","CHN","glass","primary",2060,0.982933418822496,"kgco2e/kg"
"842","1p5C","CHN","glass","primary",2060,0.721132650412135,"kgco2e/kg"
"843","NPi","CHN","glass","primary",2070,0.970526350755339,"kgco2e/kg"
"844","1p5C","CHN","glass","primary",2070,0.728788001669464,"kgco2e/kg"
"845","NPi","CHN","glass","primary",2080,0.963779188400643,"kgco2e/kg"
"846","1p5C","CHN","glass","primary",2080,0.755912337826981,"kgco2e/kg"
"847","NPi","CHN","glass","primary",2090,0.955943364650483,"kgco2e/kg"
"848","1p5C","CHN","glass","primary",2090,0.770691698127639,"kgco2e/kg"
"849","NPi","CHN","glass","primary",2100,0.949564751334641,"kgco2e/kg"
"850","1p5C","CHN","glass","primary",2100,0.773585956638413,"kgco2e/kg"
"851","NPi","EEU","glass","primary",2020,1.12804238296091,"kgco2e/kg"
"852","NPi","EEU","glass","primary",2030,1.0991971437951,"kgco2e/kg"
"853","1p5C","EEU","glass","primary",2030,0.895308392202015,"kgco2e/kg"
"854","NPi","EEU","glass","primary",2040,1.04173136056578,"kgco2e/kg"
"855","1p5C","EEU","glass","primary",2040,0.795093691143157,"kgco2e/kg"
"856","NPi","EEU","glass","primary",2050,1.00997904439863,"kgco2e/kg"
"857","1p5C","EEU","glass","primary",2050,0.747515566491712,"kgco2e/kg"
"858","NPi","EEU","glass","primary",2060,0.982933418822496,"kgco2e/kg"
"859","1p5C","EEU","glass","primary",2060,0.721132650412135,"kgco2e/kg"
"860","NPi","EEU","glass","primary",2070,0.970526350755339,"kgco2e/kg"
"861","1p5C","EEU","glass","primary",2070,0.728788001669464,"kgco2e/kg"
"862","NPi","EEU","glass","primary",2080,0.963779188400643,"kgco2e/kg"
"863","1p5C","EEU","glass","primary",2080,0.755912337826981,"kgco2e/kg"
"864","NPi","EEU","glass","primary",2090,0.955943364650483,"kgco2e/kg"
"865","1p5C","EEU","glass","primary",2090,0.770691698127639,"kgco2e/kg"
"866","NPi","EEU","glass","primary",2100,0.949564751334641,"kgco2e/kg"
"867","1p5C","EEU","glass","primary",2100,0.773585956638413,"kgco2e/kg"
"868","NPi","FSU","glass","primary",2020,1.12804238296091,"kgco2e/kg"
"869","NPi","FSU","glass","primary",2030,1.0991971437951,"kgco2e/kg"
"870","1p5C","FSU","glass","primary",2030,0.895308392202015,"kgco2e/kg"
"871","NPi","FSU","glass","primary",2040,1.04173136056578,"kgco2e/kg"
"872","1p5C","FSU","glass","primary",2040,0.795093691143157,"kgco2e/kg"
"873","NPi","FSU","glass","primary",2050,1.00997904439863,"kgco2e/kg"
"874","1p5C","FSU","glass","primary",2050,0.747515566491712,"kgco2e/kg"
"875","NPi","FSU","glass","primary",2060,0.982933418822496,"kgco2e/kg"
"876","1p5C","FSU","glass","primary",2060,0.721132650412135,"kgco2e/kg"
"877","NPi","FSU","glass","primary",2070,0.970526350755339,"kgco2e/kg"
"878","1p5C","FSU","glass","primary",2070,0.728788001669464,"kgco2e/kg"
"879","NPi","FSU","glass","primary",2080,0.963779188400643,"kgco2e/kg"
"880","1p5C","FSU","glass","primary",2080,0.755912337826981,"kgco2e/kg"
"881","NPi","FSU","glass","primary",2090,0.955943364650483,"kgco2e/kg"
"882","1p5C","FSU","glass","primary",2090,0.770691698127639,"kgco2e/kg"
"883","NPi","FSU","glass","primary",2100,0.949564751334641,"kgco2e/kg"
"884","1p5C","FSU","glass","primary",2100,0.773585956638413,"kgco2e/kg"
"885","NPi","LAM","glass","primary",2020,1.12804238296091,"kgco2e/kg"
"886","NPi","LAM","glass","primary",2030,1.0991971437951,"kgco2e/kg"
"887","1p5C","LAM","glass","primary",2030,0.895308392202015,"kgco2e/kg"
"888","NPi","LAM","glass","primary",2040,1.04173136056578,"kgco2e/kg"
"889","1p5C","LAM","glass","primary",2040,0.795093691143157,"kgco2e/kg"
"890","NPi","LAM","glass","primary",2050,1.00997904439863,"kgco2e/kg"
"891","1p5C","LAM","glass","primary",2050,0.747515566491712,"kgco2e/kg"
"892","NPi","LAM","glass","primary",2060,0.982933418822496,"kgco2e/kg"
"893","1p5C","LAM","glass","primary",2060,0.721132650412135,"kgco2e/kg"
"894","NPi","LAM","glass","primary",2070,0.970526350755339,"kgco2e/kg"
"895","1p5C","LAM","glass","primary",2070,0.728788001669464,"kgco2e/kg"
"896","NPi","LAM","glass","primary",2080,0.963779188400643,"kgco2e/kg"
"897","1p5C","LAM","glass","primary",2080,0.755912337826981,"kgco2e/kg"
"898","NPi","LAM","glass","primary",2090,0.955943364650483,"kgco2e/kg"
"899","1p5C","LAM","glass","primary",2090,0.770691698127639,"kgco2e/kg"
"900","NPi","LAM","glass","primary",2100,0.949564751334641,"kgco2e/kg"
"901","1p5C","LAM","glass","primary",2100,0.773585956638413,"kgco2e/kg"
"902","NPi","MEA","glass","primary",2020,1.12804238296091,"kgco2e/kg"
"903","NPi","MEA","glass","primary",2030,1.0991971437951,"kgco2e/kg"
"904","1p5C","MEA","glass","primary",2030,0.895308392202015,"kgco2e/kg"
"905","NPi","MEA","glass","primary",2040,1.04173136056578,"kgco2e/kg"
"906","1p5C","MEA","glass","primary",2040,0.795093691143157,"kgco2e/kg"
"907","NPi","MEA","glass","primary",2050,1.00997904439863,"kgco2e/kg"
"908","1p5C","MEA","glass","primary",2050,0.747515566491712,"kgco2e/kg"
"909","NPi","MEA","glass","primary",2060,0.982933418822496,"kgco2e/kg"
"910","1p5C","MEA","glass","primary",2060,0.721132650412135,"kgco2e/kg"
"911","NPi","MEA","glass","primary",2070,0.970526350755339,"kgco2e/kg"
"912","1p5C","MEA","glass","primary",2070,0.728788001669464,"kgco2e/kg"
"913","NPi","MEA","glass","primary",2080,0.963779188400643,"kgco2e/kg"
"914","1p5C","MEA","glass","primary",2080,0.755912337826981,"kgco2e/kg"
"915","NPi","MEA","glass","primary",2090,0.955943364650483,"kgco2e/kg"
"916","1p5C","MEA","glass","primary",2090,0.770691698127639,"kgco2e/kg"
"917","NPi","MEA","glass","primary",2100,0.949564751334641,"kgco2e/kg"
"918","1p5C","MEA","glass","primary",2100,0.773585956638413,"kgco2e/kg"
"919","NPi","NAM","glass","primary",2020,1.12804238296091,"kgco2e/kg"
"920","NPi","NAM","glass","primary",2030,1.0991971437951,"kgco2e/kg"
"921","1p5C","NAM","glass","primary",2030,0.895308392202015,"kgco2e/kg"
"922","NPi","NAM","glass","primary",2040,1.04173136056578,"kgco2e/kg"
"923","1p5C","NAM","glass","primary",2040,0.795093691143157,"kgco2e/kg"
"924","NPi","NAM","glass","primary",2050,1.00997904439863,"kgco2e/kg"
"925","1p5C","NAM","glass","primary",2050,0.747515566491712,"kgco2e/kg"
"926","NPi","NAM","glass","primary",2060,0.982933418822496,"kgco2e/kg"
"927","1p5C","NAM","glass","primary",2060,0.721132650412135,"kgco2e/kg"
"928","NPi","NAM","glass","primary",2070,0.970526350755339,"kgco2e/kg"
"929","1p5C","NAM","glass","primary",2070,0.728788001669464,"kgco2e/kg"
"930","NPi","NAM","glass","primary",2080,0.963779188400643,"kgco2e/kg"
"931","1p5C","NAM","glass","primary",2080,0.755912337826981,"kgco2e/kg"
"932","NPi","NAM","glass","primary",2090,0.955943364650483,"kgco2e/kg"
"933","1p5C","NAM","glass","primary",2090,0.770691698127639,"kgco2e/kg"
"934","NPi","NAM","glass","primary",2100,0.949564751334641,"kgco2e/kg"
"935","1p5C","NAM","glass","primary",2100,0.773585956638413,"kgco2e/kg"
"936","NPi","PAO","glass","primary",2020,1.12804238296091,"kgco2e/kg"
"937","NPi","PAO","glass","primary",2030,1.0991971437951,"kgco2e/kg"
"938","1p5C","PAO","glass","primary",2030,0.895308392202015,"kgco2e/kg"
"939","NPi","PAO","glass","primary",2040,1.04173136056578,"kgco2e/kg"
"940","1p5C","PAO","glass","primary",2040,0.795093691143157,"kgco2e/kg"
"941","NPi","PAO","glass","primary",2050,1.00997904439863,"kgco2e/kg"
"942","1p5C","PAO","glass","primary",2050,0.747515566491712,"kgco2e/kg"
"943","NPi","PAO","glass","primary",2060,0.982933418822496,"kgco2e/kg"
"944","1p5C","PAO","glass","primary",2060,0.721132650412135,"kgco2e/kg"
"945","NPi","PAO","glass","primary",2070,0.970526350755339,"kgco2e/kg"
"946","1p5C","PAO","glass","primary",2070,0.728788001669464,"kgco2e/kg"
"947","NPi","PAO","glass","primary",2080,0.963779188400643,"kgco2e/kg"
"948","1p5C","PAO","glass","primary",2080,0.755912337826981,"kgco2e/kg"
"949","NPi","PAO","glass","primary",2090,0.955943364650483,"kgco2e/kg"
"950","1p5C","PAO","glass","primary",2090,0.770691698127639,"kgco2e/kg"
"951","NPi","PAO","glass","primary",2100,0.949564751334641,"kgco2e/kg"
"952","1p5C","PAO","glass","primary",2100,0.773585956638413,"kgco2e/kg"
"953","NPi","PAS","glass","primary",2020,1.12804238296091,"kgco2e/kg"
"954","NPi","PAS","glass","primary",2030,1.0991971437951,"kgco2e/kg"
"955","1p5C","PAS","glass","primary",2030,0.895308392202015,"kgco2e/kg"
"956","NPi","PAS","glass","primary",2040,1.04173136056578,"kgco2e/kg"
"957","1p5C","PAS","glass","primary",2040,0.795093691143157,"kgco2e/kg"
"958","NPi","PAS","glass","primary",2050,1.00997904439863,"kgco2e/kg"
"959","1p5C","PAS","glass","primary",2050,0.747515566491712,"kgco2e/kg"
"960","NPi","PAS","glass","primary",2060,0.982933418822496,"kgco2e/kg"
"961","1p5C","PAS","glass","primary",2060,0.721132650412135,"kgco2e/kg"
"962","NPi","PAS","glass","primary",2070,0.970526350755339,"kgco2e/kg"
"963","1p5C","PAS","glass","primary",2070,0.728788001669464,"kgco2e/kg"
"964","NPi","PAS","glass","primary",2080,0.963779188400643,"kgco2e/kg"
"965","1p5C","PAS","glass","primary",2080,0.755912337826981,"kgco2e/kg"
"966","NPi","PAS","glass","primary",2090,0.955943364650483,"kgco2e/kg"
"967","1p5C","PAS","glass","primary",2090,0.770691698127639,"kgco2e/kg"
"968","NPi","PAS","glass","primary",2100,0.949564751334641,"kgco2e/kg"
"969","1p5C","PAS","glass","primary",2100,0.773585956638413,"kgco2e/kg"
"970","NPi","RCPA","glass","primary",2020,1.12804238296091,"kgco2e/kg"
"971","NPi","RCPA","glass","primary",2030,1.0991971437951,"kgco2e/kg"
"972","1p5C","RCPA","glass","primary",2030,0.895308392202015,"kgco2e/kg"
"973","NPi","RCPA","glass","primary",2040,1.04173136056578,"kgco2e/kg"
"974","1p5C","RCPA","glass","primary",2040,0.795093691143157,"kgco2e/kg"
"975","NPi","RCPA","glass","primary",2050,1.00997904439863,"kgco2e/kg"
"976","1p5C","RCPA","glass","primary",2050,0.747515566491712,"kgco2e/kg"
"977","NPi","RCPA","glass","primary",2060,0.982933418822496,"kgco2e/kg"
"978","1p5C","RCPA","glass","primary",2060,0.721132650412135,"kgco2e/kg"
"979","NPi","RCPA","glass","primary",2070,0.970526350755339,"kgco2e/kg"
"980","1p5C","RCPA","glass","primary",2070,0.728788001669464,"kgco2e/kg"
"981","NPi","RCPA","glass","primary",2080,0.963779188400643,"kgco2e/kg"
"982","1p5C","RCPA","glass","primary",2080,0.755912337826981,"kgco2e/kg"
"983","NPi","RCPA","glass","primary",2090,0.955943364650483,"kgco2e/kg"
"984","1p5C","RCPA","glass","primary",2090,0.770691698127639,"kgco2e/kg"
"985","NPi","RCPA","glass","primary",2100,0.949564751334641,"kgco2e/kg"
"986","1p5C","RCPA","glass","primary",2100,0.773585956638413,"kgco2e/kg"
"987","NPi","SAS","glass","primary",2020,1.12804238296091,"kgco2e/kg"
"988","NPi","SAS","glass","primary",2030,1.0991971437951,"kgco2e/kg"
"989","1p5C","SAS","glass","primary",2030,0.895308392202015,"kgco2e/kg"
"990","NPi","SAS","glass","primary",2040,1.04173136056578,"kgco2e/kg"
"991","1p5C","SAS","glass","primary",2040,0.795093691143157,"kgco2e/kg"
"992","NPi","SAS","glass","primary",2050,1.00997904439863,"kgco2e/kg"
"993","1p5C","SAS","glass","primary",2050,0.747515566491712,"kgco2e/kg"
"994","NPi","SAS","glass","primary",2060,0.982933418822496,"kgco2e/kg"
"995","1p5C","SAS","glass","primary",2060,0.721132650412135,"kgco2e/kg"
"996","NPi","SAS","glass","primary",2070,0.970526350755339,"kgco2e/kg"
"997","1p5C","SAS","glass","primary",2070,0.728788001669464,"kgco2e/kg"
"998","NPi","SAS","glass","primary",2080,0.963779188400643,"kgco2e/kg"
"999","1p5C","SAS","glass","primary",2080,0.755912337826981,"kgco2e/kg"
"1000","NPi","SAS","glass","primary",2090,0.955943364650483,"kgco2e/kg"
"1001","1p5C","SAS","glass","primary",2090,0.770691698127639,"kgco2e/kg"
"1002","NPi","SAS","glass","primary",2100,0.949564751334641,"kgco2e/kg"
"1003","1p5C","SAS","glass","primary",2100,0.773585956638413,"kgco2e/kg"
"1004","NPi","WEU","glass","primary",2020,1.12804238296091,"kgco2e/kg"
"1005","NPi","WEU","glass","primary",2030,1.0991971437951,"kgco2e/kg"
"1006","1p5C","WEU","glass","primary",2030,0.895308392202015,"kgco2e/kg"
"1007","NPi","WEU","glass","primary",2040,1.04173136056578,"kgco2e/kg"
"1008","1p5C","WEU","glass","primary",2040,0.795093691143157,"kgco2e/kg"
"1009","NPi","WEU","glass","primary",2050,1.00997904439863,"kgco2e/kg"
"1010","1p5C","WEU","glass","primary",2050,0.747515566491712,"kgco2e/kg"
"1011","NPi","WEU","glass","primary",2060,0.982933418822496,"kgco2e/kg"
"1012","1p5C","WEU","glass","primary",2060,0.721132650412135,"kgco2e/kg"
"1013","NPi","WEU","glass","primary",2070,0.970526350755339,"kgco2e/kg"
"1014","1p5C","WEU","glass","primary",2070,0.728788001669464,"kgco2e/kg"
"1015","NPi","WEU","glass","primary",2080,0.963779188400643,"kgco2e/kg"
"1016","1p5C","WEU","glass","primary",2080,0.755912337826981,"kgco2e/kg"
"1017","NPi","WEU","glass","primary",2090,0.955943364650483,"kgco2e/kg"
"1018","1p5C","WEU","glass","primary",2090,0.770691698127639,"kgco2e/kg"
"1019","NPi","WEU","glass","primary",2100,0.949564751334641,"kgco2e/kg"
"1020","1p5C","WEU","glass","primary",2100,0.773585956638413,"kgco2e/kg"
"1021","NPi","AFR","mortar","primary",2020,0.219366781733747,"kgco2e/kg"
"1022","NPi","AFR","mortar","primary",2030,0.216356666815275,"kgco2e/kg"
"1023","1p5C","AFR","mortar","primary",2030,0.179017920428399,"kgco2e/kg"
"1024","NPi","AFR","mortar","primary",2040,0.213760047127738,"kgco2e/kg"
"1025","1p5C","AFR","mortar","primary",2040,0.117691313978977,"kgco2e/kg"
"1026","NPi","AFR","mortar","primary",2050,0.210694837059892,"kgco2e/kg"
"1027","1p5C","AFR","mortar","primary",2050,0.0842044590503232,"kgco2e/kg"
"1028","NPi","AFR","mortar","primary",2060,0.204638321144783,"kgco2e/kg"
"1029","1p5C","AFR","mortar","primary",2060,0.0363869042806226,"kgco2e/kg"
"1030","NPi","AFR","mortar","primary",2070,0.201597547225779,"kgco2e/kg"
"1031","1p5C","AFR","mortar","primary",2070,0.03524951454984,"kgco2e/kg"
"1032","NPi","AFR","mortar","primary",2080,0.200170427421674,"kgco2e/kg"
"1033","1p5C","AFR","mortar","primary",2080,0.0347920422892959,"kgco2e/kg"
"1034","NPi","AFR","mortar","primary",2090,0.198248595633224,"kgco2e/kg"
"1035","1p5C","AFR","mortar","primary",2090,0.034473231757429,"kgco2e/kg"
"1036","NPi","AFR","mortar","primary",2100,0.196304553839926,"kgco2e/kg"
"1037","1p5C","AFR","mortar","primary",2100,0.0344621626884628,"kgco2e/kg"
"1038","NPi","CHN","mortar","primary",2020,0.219366781733747,"kgco2e/kg"
"1039","NPi","CHN","mortar","primary",2030,0.216356666815275,"kgco2e/kg"
"1040","1p5C","CHN","mortar","primary",2030,0.179017920428399,"kgco2e/kg"
