"","scenario_supply","region_gea","material","production","year","emission_factor","unit"
"2382","NPi","PAS","steel","secondary",2030,1.22627792423939,"kgco2e/kg"
"2383","1p5C","PAS","steel","secondary",2030,0.89676763358487,"kgco2e/kg"
"2384","NPi","PAS","steel","secondary",2040,1.1800280015903,"kgco2e/kg"
"2385","1p5C","PAS","steel","secondary",2040,0.758844411262854,"kgco2e/kg"
"2386","NPi","PAS","steel","secondary",2050,1.16081392466266,"kgco2e/kg"
"2387","1p5C","PAS","steel","secondary",2050,0.697778275223364,"kgco2e/kg"
"2388","NPi","PAS","steel","secondary",2060,1.10166191653238,"kgco2e/kg"
"2389","1p5C","PAS","steel","secondary",2060,0.6670675065202,"kgco2e/kg"
"2390","NPi","PAS","steel","secondary",2070,1.06812684689727,"kgco2e/kg"
"2391","1p5C","PAS","steel","secondary",2070,0.660587899997499,"kgco2e/kg"
"2392","NPi","PAS","steel","secondary",2080,1.05002630750998,"kgco2e/kg"
"2393","1p5C","PAS","steel","secondary",2080,0.678540280159342,"kgco2e/kg"
"2394","NPi","PAS","steel","secondary",2090,1.03299506052367,"kgco2e/kg"
"2395","1p5C","PAS","steel","secondary",2090,0.697608437586577,"kgco2e/kg"
"2396","NPi","PAS","steel","secondary",2100,1.03186107111094,"kgco2e/kg"
"2397","1p5C","PAS","steel","secondary",2100,0.696964410294593,"kgco2e/kg"
"2398","NPi","RCPA","steel","secondary",2020,1.6503249572471,"kgco2e/kg"
"2399","NPi","RCPA","steel","secondary",2030,1.62337524962271,"kgco2e/kg"
"2400","1p5C","RCPA","steel","secondary",2030,1.16054611957513,"kgco2e/kg"
"2401","NPi","RCPA","steel","secondary",2040,1.63244033266842,"kgco2e/kg"
"2402","1p5C","RCPA","steel","secondary",2040,1.0232242426598,"kgco2e/kg"
"2403","NPi","RCPA","steel","secondary",2050,1.6038068844665,"kgco2e/kg"
"2404","1p5C","RCPA","steel","secondary",2050,0.990030313554159,"kgco2e/kg"
"2405","NPi","RCPA","steel","secondary",2060,1.48271559889541,"kgco2e/kg"
"2406","1p5C","RCPA","steel","secondary",2060,0.977676893854957,"kgco2e/kg"
"2407","NPi","RCPA","steel","secondary",2070,1.42803678274851,"kgco2e/kg"
"2408","1p5C","RCPA","steel","secondary",2070,0.973948250271247,"kgco2e/kg"
"2409","NPi","RCPA","steel","secondary",2080,1.40080286133062,"kgco2e/kg"
"2410","1p5C","RCPA","steel","secondary",2080,0.986396537169281,"kgco2e/kg"
"2411","NPi","RCPA","steel","secondary",2090,1.36669891475285,"kgco2e/kg"
"2412","1p5C","RCPA","steel","secondary",2090,0.981132338261777,"kgco2e/kg"
"2413","NPi","RCPA","steel","secondary",2100,1.33237244288913,"kgco2e/kg"
"2414","1p5C","RCPA","steel","secondary",2100,0.979990944005157,"kgco2e/kg"
"2415","NPi","SAS","steel","secondary",2020,1.23977937455068,"kgco2e/kg"
"2416","NPi","SAS","steel","secondary",2030,1.18066214984393,"kgco2e/kg"
"2417","1p5C","SAS","steel","secondary",2030,0.89112690641278,"kgco2e/kg"
"2418","NPi","SAS","steel","secondary",2040,1.14023517967713,"kgco2e/kg"
"2419","1p5C","SAS","steel","secondary",2040,0.743460421319074,"kgco2e/kg"
"2420","NPi","SAS","steel","secondary",2050,1.11224212393179,"kgco2e/kg"
"2421","1p5C","SAS","steel","secondary",2050,0.703784010859004,"kgco2e/kg"
"2422","NPi","SAS","steel","secondary",2060,1.05650733963701,"kgco2e/kg"
"2423","1p5C","SAS","steel","secondary",2060,0.676680648944597,"kgco2e/kg"
"2424","NPi","SAS","steel","secondary",2070,1.02277790245347,"kgco2e/kg"
"2425","1p5C","SAS","steel","secondary",2070,0.684931067078018,"kgco2e/kg"
"2426","NPi","SAS","steel","secondary",2080,1.00092762091994,"kgco2e/kg"
"2427","1p5C","SAS","steel","secondary",2080,0.694483510503992,"kgco2e/kg"
"2428","NPi","SAS","steel","secondary",2090,0.990845750812693,"kgco2e/kg"
"2429","1p5C","SAS","steel","secondary",2090,0.695810443909438,"kgco2e/kg"
"2430","NPi","SAS","steel","secondary",2100,0.988576521708194,"kgco2e/kg"
"2431","1p5C","SAS","steel","secondary",2100,0.693154563051649,"kgco2e/kg"
"2432","NPi","WEU","steel","secondary",2020,1.6503249572471,"kgco2e/kg"
"2433","NPi","WEU","steel","secondary",2030,1.62337524962271,"kgco2e/kg"
"2434","1p5C","WEU","steel","secondary",2030,1.16054611957513,"kgco2e/kg"
"2435","NPi","WEU","steel","secondary",2040,1.63244033266842,"kgco2e/kg"
"2436","1p5C","WEU","steel","secondary",2040,1.0232242426598,"kgco2e/kg"
"2437","NPi","WEU","steel","secondary",2050,1.6038068844665,"kgco2e/kg"
"2438","1p5C","WEU","steel","secondary",2050,0.990030313554159,"kgco2e/kg"
"2439","NPi","WEU","steel","secondary",2060,1.48271559889541,"kgco2e/kg"
"2440","1p5C","WEU","steel","secondary",2060,0.977676893854957,"kgco2e/kg"
"2441","NPi","WEU","steel","secondary",2070,1.42803678274851,"kgco2e/kg"
"2442","1p5C","WEU","steel","secondary",2070,0.973948250271247,"kgco2e/kg"
"2443","NPi","WEU","steel","secondary",2080,1.40080286133062,"kgco2e/kg"
"2444","1p5C","WEU","steel","secondary",2080,0.986396537169281,"kgco2e/kg"
"2445","NPi","WEU","steel","secondary",2090,1.36669891475285,"kgco2e/kg"
"2446","1p5C","WEU","steel","secondary",2090,0.981132338261777,"kgco2e/kg"
"2447","NPi","WEU","steel","secondary",2100,1.33237244288913,"kgco2e/kg"
"2448","1p5C","WEU","steel","secondary",2100,0.979990944005157,"kgco2e/kg"
